name,address,score,reviews count,province,category,price,discount,services,description images,latitude,longitude
Amona Hotel,"11 Nguyễn Công Trứ, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","3,9",147,Thừa Thiên Huế,Khách sạn 2 sao,295.550 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng có tính phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Spa, ","https://lh5.googleusercontent.com/p/AF1QipMFzx86YUXi1idNOf7_Pa_YFYlkCxGsQ3A_JS98, https://lh5.googleusercontent.com/p/AF1QipNDq7QiVbgrnC6y4cUzAoqZjJhoDBXl6hEVGIjV, https://lh5.googleusercontent.com/p/AF1QipPluWy7oFF4Yi4DtBGYveKb3yXyzRNUlg_5Ip1n, https://lh5.googleusercontent.com/p/AF1QipP_uJeyQqiTm-MnvWGD2aukOuNqhS3dFh6Icx7f, ",16.47206,107.59593
Nhà Nghỉ Gia Anh,"E31 Trường Đúc, Phường Đúc, Huế, Thừa Thiên Huế 49000, Việt Nam","4,3",160,Thừa Thiên Huế,Khách sạn,285.476 ₫,Không có giảm giá,"Wi-Fi miễn phí, Đỗ xe miễn phí, Có điều hòa nhiệt độ, Phù hợp với trẻ em, ","https://lh5.googleusercontent.com/p/AF1QipMSlHOdEibeSK6D1tSjp_WjKfeSe5Ekxlw58eYJ, https://lh5.googleusercontent.com/p/AF1QipMMtLKDu0ZgbVcmoIDXkureU3LROGAZZzicaQ1l, https://lh5.googleusercontent.com/p/AF1QipPRrA9FXJ105ecRf8K1RvtyUPFgt4STjTxWIXRH, https://lh5.googleusercontent.com/p/AF1QipMDbpdqlcEIDX77MaNf8KY9MbNQWOBuz6S3s_43, ",16.45097,107.57705
Familia Hotel,"28 Võ Thị Sáu, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","4,5",17,Thừa Thiên Huế,Khách sạn,349.393 ₫,Không có giảm giá,,"https://lh5.googleusercontent.com/p/AF1QipOQj_i2Twt318S1MIKsjx0fLJciFq-llStA75Q, https://lh5.googleusercontent.com/p/AF1QipPJtFoeoEPRgEBcsMDy1HhtqC0g1wJt_vZCjR8, https://lh5.googleusercontent.com/p/AF1QipNHoE9mQ65VqokMl4SNAnEMp92nQ8Mr9O3sXy0e, https://lh5.googleusercontent.com/p/AF1QipP4TV-RCa3j97685pdNRdMLImGuK4E5Ao-ZSI8, ",16.47056,107.59614
KLy Hotel,"109 Nguyễn Huệ, Phú Nhuận, Huế, Thừa Thiên Huế, Việt Nam","4,0",35,Thừa Thiên Huế,Khách sạn,243.978 ₫,Không có giảm giá,,"https://lh5.googleusercontent.com/p/AF1QipMupVqt2e0-6Hg0FWjJ0TC_LoFrXNmSyGgmpLeE, https://lh5.googleusercontent.com/p/AF1QipMQr1Pdt5LT8VxnWWFc4uze1O4d0rNa_7ksymkP, https://lh5.googleusercontent.com/p/AF1QipMupVqt2e0-6Hg0FWjJ0TC_LoFrXNmSyGgmpLeE, https://lh5.googleusercontent.com/p/AF1QipNL_0DLGedh2XZBrWnPgaF5b1kNAGcs1Q8ppsXA, ",16.45869,107.59699
Hue Pink Lotus Hotel,"Kiệt 14 Nhà 8 Nguyễn Công Trứ, Phú Hội, Huế, Thừa Thiên Huế 52000, Việt Nam","4,6",82,Thừa Thiên Huế,Khách sạn,312.354 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Dịch vụ giặt ủi, Dịch vụ phòng, Nhà hàng, Bếp ở một số phòng, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipMWvOzxAMpEIiu7ES-4aVaPJW6TSmtNLJ6PPk7x, https://lh5.googleusercontent.com/p/AF1QipM3gtAMedlggQ5j7BfnN2DbFemHXxZd-v49HhL5, https://lh5.googleusercontent.com/p/AF1QipN4RIJdqaDLTFRcW85ZfeVbKwnv1FGFTu0eTHGg, https://lh5.googleusercontent.com/p/AF1QipN4RIJdqaDLTFRcW85ZfeVbKwnv1FGFTu0eTHGg, ",16.47184,107.59571
ÊMM Hotel Hue,"15 Lý Thường Kiệt, Phú Nhuận, Huế, Thừa Thiên Huế 530000, Việt Nam","4,6",1.577,Thừa Thiên Huế,Khách sạn,723.000 ₫,Ít hơn 21% so với bình thường,"Wi-Fi miễn phí, Bữa sáng miễn phí, Bãi đỗ xe, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Trung tâm thể dục, ","https://lh5.googleusercontent.com/p/AF1QipP9hL8k5G3x_YJh3hHs8HWylk1KcF4vauTuK2Li, https://lh5.googleusercontent.com/p/AF1QipPIZ1uPaLTP40FTjjQcTd28Ks5u0Y2rqVdrD3uu, https://lh5.googleusercontent.com/p/AF1QipPA_8wVW9ar1F0UHFvqPflorYt_OSLxBtY7XB5o, https://lh5.googleusercontent.com/p/AF1QipOgl8l2AzZgD7JpPrcMwn6kjrjoXRsY3mUwnJ1T, ",16.46082,107.59158
Anh's House,"29A/56 Nguyễn Công Trứ, Phú Hội, Huế, Thừa Thiên Huế 52000, Việt Nam","4,6",193,Thừa Thiên Huế,Khách sạn,350.000 ₫,Không có giảm giá,,"https://lh5.googleusercontent.com/p/AF1QipPwRlwDT2MqDdmcoUhO8e_3ZqrVYcnEhNCm9ajm, https://lh5.googleusercontent.com/p/AF1QipOqXqkloqVrnwDbdnlQre49EdW5FeHMUG3nqtW3, https://lh5.googleusercontent.com/p/AF1QipOseK8AUwT71iSjjQx0XqmQEcN76-D0YOnzLpcX, https://lh5.googleusercontent.com/p/AF1QipP4ohwqaMTvoWbA4n65gB0c6mBNwGn7yYe2hofI, ",16.46948,107.59785
Hong Thien Hotel1- Cheap Hue Hotel,"35/ 6 Chu Văn An, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","4,0",169,Thừa Thiên Huế,Khách sạn 3 sao,308.926 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipNCedhmVYX30SgCaDUVD2BCcXT0AGRg26hRpeHX, https://lh5.googleusercontent.com/p/AF1QipOm7LfFXIU_I038TxvDXuKtw-Iq02A5jTFGvt1A, https://lh5.googleusercontent.com/p/AF1QipMAEw6e1FJoWFRtVwdPei7hcEmASenr4QaFHMOK, https://lh5.googleusercontent.com/p/AF1QipMOqPbyoQrkWVyZDCI5gxCM7VVpK6KlRBtj-sIX, ",16.46912,107.59623
1979 Homestay,"17 Kiệt 48 Ngô Quyền, Vĩnh Ninh, Huế, Thừa Thiên Huế 530000, Việt Nam","4,4",8,Thừa Thiên Huế,Khách sạn,246.638 ₫,Ít hơn 41% so với bình thường,,"https://lh5.googleusercontent.com/p/AF1QipP1iLHzcLbyfVcTWHmLVHQdnkNya6QHYbCVEGBm, https://lh5.googleusercontent.com/p/AF1QipMuwBB-bsa4M5oem8tVjMhl0jetDk6siaTw9Jsu, https://lh5.googleusercontent.com/p/AF1QipN01zVSL5DUiY2_lEWKlbM5VNgpcJRnwpsrtf4l, https://lh5.googleusercontent.com/p/AF1QipNahXYiU9cFRWKWYB_Qw5c6YNcEOunahVjQyk_F, ",16.46146,107.58876
Canary Boutique Hotel,"43/8 Nguyễn Công Trứ, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","4,2",114,Thừa Thiên Huế,Khách sạn 2 sao,253.000 ₫,Ít hơn 16% so với bình thường,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Chấp nhận vật nuôi, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipNtzQLmWKyo8L2sG8s44rH6YdX147KxjMEWKePx, https://lh5.googleusercontent.com/p/AF1QipNrk1qUQsy9TJlzse6y_UY3y7fx0XwQyYzq5Ayx, https://lh5.googleusercontent.com/p/AF1QipNW9srnpwUg1QAX0u76VcNXbwZTUfreEq4Gdzs-, https://lh5.googleusercontent.com/p/AF1QipOUjIGGDdLzHxxtESGkrI7syEnkG2dOXaxL8uRL, ",16.47152,107.59757
The Purple Hue - Charming Riverside Hotel,"5 kiet 27 Nguyễn Sinh Cung, Vỹ Dạ, Huế, Thừa Thiên Huế 530000, Việt Nam","4,6",243,Thừa Thiên Huế,Khách sạn 2 sao,344.901 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Phù hợp với trẻ em, Nhà hàng, ","https://lh5.googleusercontent.com/p/AF1QipOoD4xd2DktZ7zLvP3O42L4Lytjc8m5YuDsdoLW, https://lh5.googleusercontent.com/p/AF1QipPnbHNVeFbxkS6cg-ClZCwEANEgMg9ycnmQ9p5D, https://lh5.googleusercontent.com/p/AF1QipM0wf25o7P3aCaHe4BaFDWxU-B5WOnXRKlyMuBf, https://lh5.googleusercontent.com/p/AF1QipPdsH1ydHu-42tPeJs380cQGgp5gYkba_u8nZv8, ",16.47547,107.59528
Thanh Phuong Hotel,"KQH Vĩnh Mộc, phường Thủy Dương, thị xã Hương Thủy, Thừa Thiên Huế 530000, Việt Nam","3,8",34,Thừa Thiên Huế,Khách sạn 2 sao,308.660 ₫,Không có giảm giá,"Wi-Fi miễn phí, Đỗ xe miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Nhà hàng, Bếp ở một số phòng, ","https://lh5.googleusercontent.com/p/AF1QipNyZ0ZqZzvFPRZfMzA8pk5yO-1Et0G12yK632Wz, https://lh5.googleusercontent.com/p/AF1QipNoQlClxxRn2FkFAxABPPl84NJg_jOyoEte1kg5, https://lh5.googleusercontent.com/p/AF1QipMs-qlkvqITVAF4siGWhiKYi12dieIlTQwfGr6V, https://lh5.googleusercontent.com/p/AF1QipMxxJA9klSvFnP3ZGt88o3hdqWdV-ipRK5THLfh, ",16.44020,107.61686
Thanh An Homestay,"103 Nguyễn Tất Thành, Thuỷ Dương, Hương Thuỷ, Huế, Thừa Thiên Huế 49000, Việt Nam","4,5",15,Thừa Thiên Huế,Khách sạn,369.558 ₫,Không có giảm giá,,"https://lh5.googleusercontent.com/p/AF1QipMHpefYKOrJw4r4hK559WqlIJ6nL542iskeTmjY, https://lh5.googleusercontent.com/p/AF1QipMddF_wYUWNf871O1HzZvXbJ67lp_-KvqLAejol, https://lh5.googleusercontent.com/p/AF1QipOW_ssESAa1RZ1uNK-jUHj5UIIJ1n6tzm7qyUyA, https://lh5.googleusercontent.com/p/AF1QipNpx8TxUhyoBy3rgDAnq11iUAUcbB8jZVFR7S75, ",16.44485,107.61435
Life Boutique Hotel,"20 Kiệt 42 Nguyễn Công Trứ, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","4,3",66,Thừa Thiên Huế,Khách sạn 3 sao,590.000 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bãi đỗ xe, Bể bơi, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Nhà hàng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipM6LQBv5Rkw6Cxqi90aAbrCiC4U05f5q4E7WWGi, https://lh5.googleusercontent.com/p/AF1QipOfSaQ4qtWobxRNM-gTgc7q1a1AwHRbP2YEmEyz, https://lh5.googleusercontent.com/p/AF1QipPRpFA34JCrwLdrPL_bQuI9M_gIWGBTr44LXQZl, https://lh5.googleusercontent.com/p/AF1QipOEFlx7ir33GoUjrrjpsFETossDBJQ1w43q__8b, ",16.47004,107.59696
PAO Hotel,"6B, kiệt 10, Võ Thị Sáu/tổ 14 kiệt 10, tổ 14, Huế, Việt Nam","4,2",23,Thừa Thiên Huế,Khách sạn,362.259 ₫,Không có giảm giá,,"https://lh5.googleusercontent.com/p/AF1QipOJdsCZmObfweTwxbhZnUZiZadoThva45X4b4ga, https://lh5.googleusercontent.com/p/AF1QipNgtCAobPb5j7oyD81bEPQ8q5QnIEm8_WJuhtjI, https://lh5.googleusercontent.com/p/AF1QipMCYi1c5BSRKu4rhUkZf3M957DbpaXquu2UC9Yi, https://lh5.googleusercontent.com/p/AF1QipMCYi1c5BSRKu4rhUkZf3M957DbpaXquu2UC9Yi, ",16.46949,107.59668
